dow,month,prior_er,prior_ret,prior_range_pct,atr14_pct,ret_5d,vol_5d,vix,vix_chg,vix_ts,opex,quad_witching,day_before_holiday,day_after_holiday,month_end,quarter_end,early_close,date,session_er,range_pct,bars,news_chop_risk,news_impact,news_relevance,news_dir
1,11,0.1750056797329651,0.0011096041591873,0.6340389414105956,1.1417616709688945,1.0437478967518563,0.8613514810210032,14.760000228881836,0.5900001525878906,-1.8500003814697263,0,0,0,0,0,0,0,2023-11-14,0.4029281936045177,1.1146005610398892,7,,,,
2,11,0.739038168688903,0.0082373235745054,1.1146005610398892,1.169420967374611,2.679537080840011,1.1525929260376708,14.15999984741211,-0.6000003814697266,-2.1300010681152344,0,0,0,0,0,0,0,2023-11-15,0.0466061509280585,0.5739876235171815,7,,,,
3,11,0.0935782934612261,-0.000537127822766,0.5739876235171815,1.115192648752226,2.7402722368805588,1.1472978068522872,14.18000030517578,0.0200004577636718,-2.1000003814697266,0,0,0,0,0,0,0,2023-11-16,0.2129072440670825,0.5372409614745679,7,,,,
4,11,0.4619240097008892,0.002481644990999,0.5372409614745679,1.0682989166724897,3.700878307580724,0.9271636385479018,14.31999969482422,0.1399993896484375,-1.8199996948242188,1,0,1,0,0,0,0,2023-11-17,0.2007643884892086,0.4537029597995053,7,,,,
0,11,0.2184859911221421,0.0009912774084683,0.4537029597995053,1.0042056316018524,2.2372459914456355,0.822543030059557,13.800000190734863,-0.5199995040893555,-2.0500001907348637,0,0,0,0,0,0,0,2023-11-20,0.6918501223037581,1.0361947375974057,7,,,,
1,11,0.763201871657754,0.0079082576313624,1.0361947375974057,1.0036249043161292,3.0789650834424087,0.7707287374155262,13.40999984741211,-0.3900003433227539,-2.2799997329711914,0,0,0,0,0,0,0,2023-11-21,0.0022870851659336,0.3664070006232114,7,0.7,0.5,0.6,-1.0
2,11,0.0348806482867964,-0.0001278051371855,0.3664070006232114,0.9584858264568962,0.9451196531755413,0.3409298474386102,13.350000381469728,-0.0599994659423828,-2.149999618530273,0,0,1,0,0,0,0,2023-11-22,0.2382306822740035,0.5135112121386959,7,0.7,0.2,0.3,-1.0
0,11,0.4660295169364801,0.0007682447408245,0.1648489447352513,0.7974533363801273,1.133471304066025,0.3592093763952161,12.460000038146973,-0.3900003433227539,-2.6599998474121094,0,0,0,0,0,0,0,2023-11-27,0.2512575144154091,0.3117592140863451,7,0.4,0.5,0.6,1.0
1,11,0.3119455333195791,-0.0009725189430546,0.3117592140863451,0.7825642036425036,0.8066015678366734,0.4072248940841296,12.6899995803833,0.2299995422363281,-2.65000057220459,0,0,0,0,0,0,0,2023-11-28,0.2492897331624979,0.6078554252173582,7,,,,
2,11,0.3380458409175252,0.0020548299837388,0.6078554252173582,0.7767496254339945,0.1651556302704415,0.2507958296451735,12.6899995803833,0.0,-2.5500001907348637,0,0,0,0,0,0,0,2023-11-29,0.4521038869037077,0.8856441992462348,7,,,,
3,11,0.5250590902513145,-0.0046501553754257,0.8856441992462348,0.7916904235926064,0.2730193508584388,0.2292638321343389,12.979999542236328,0.2899999618530273,-2.530000686645508,0,0,0,0,1,0,0,2023-11-30,0.2858550039401103,0.7168130265789086,7,,,,
4,12,0.3960099899801098,0.0028386511947313,0.7168130265789086,0.7624193203412292,0.2453504398540973,0.2187421271184652,12.920000076293944,-0.0599994659423828,-2.5199995040893555,0,0,1,0,0,0,0,2023-12-01,0.8193634199841322,0.9799508723388692,7,0.8,0.6,0.7,-1.0
0,12,0.7878148735041801,0.0077201987253194,0.9799508723388692,0.7175481178334798,0.7740164206200939,0.3260404040801217,12.630000114440918,-0.2899999618530273,-2.729999542236328,0,0,0,0,0,0,0,2023-12-04,0.1269462104786054,0.5619592996449443,7,,,,
1,12,0.2109040376158839,0.001185194852709,0.5619592996449443,0.7526640429685005,0.4252259374945444,0.4366317808915739,13.079999923706056,0.4499998092651367,-2.6000003814697266,0,0,0,0,0,0,0,2023-12-05,0.8532824546374893,0.5898268212737945,7,,,,
2,12,0.3694277929155313,0.0021789842078556,0.5898268212737945,0.6432399983535725,0.2698207573312183,0.4410098295792103,12.850000381469728,-0.2299995422363281,-2.719999313354492,0,0,0,0,0,0,0,2023-12-06,0.9412721382012832,0.9646318340642456,7,,,,
3,12,0.8338594322546466,-0.0080436735348756,0.9646318340642456,0.6746212503604759,-0.0272544236934124,0.4838487985352507,12.970000267028809,0.119999885559082,-2.7699995040893555,0,0,0,0,0,0,0,2023-12-07,0.3588258014677482,0.5624996259478482,7,0.7,0.4,0.5,0.0
4,12,0.6517584025231319,0.0036661385762761,0.5624996259478482,0.6964228062068955,0.3894662599758458,0.590959350239073,13.0600004196167,0.0900001525878906,-2.589999198913574,0,0,1,0,0,0,0,2023-12-08,0.4793639357760395,0.7685398447171368,7,,,,
0,12,0.8009662908868773,0.0061557450882185,0.7685398447171368,0.7164021164021164,0.21199170822086,0.557109890680044,12.350000381469728,-0.7100000381469727,-2.809999465942383,0,0,0,0,0,0,0,2023-12-11,0.850642036494706,0.6600750930424716,7,,,,
1,12,0.9581125694500362,0.0063242624342489,0.6600750930424716,0.6882127487948468,1.1523565407036251,0.4602675689698218,12.630000114440918,0.2799997329711914,-2.559999465942383,0,0,0,0,0,0,0,2023-12-12,1.0,0.7686811489364131,7,0.8,0.6,0.7,-1.0
2,12,0.7087096906036703,0.0054999440701573,0.7760503550434869,0.7065506404591259,1.67543246787194,0.4371095728585639,12.06999969482422,-0.5600004196166992,-2.760000228881836,0,0,0,0,0,0,0,2023-12-13,0.8079160518117724,1.4304153532719217,7,0.4,0.6,0.7,1.0
3,12,0.9161854382484756,0.0131052571731478,1.4304153532719217,0.7519979004410734,3.467536069364452,0.414459814327112,12.1899995803833,0.119999885559082,-2.4700002670288086,0,0,0,0,0,0,0,2023-12-14,0.0309923494020649,0.9368694207798574,7,0.4,0.5,0.6,1.0
4,12,0.03369285627546,-0.000315658067432,0.9368694207798574,0.8055864644276088,2.9213245297130763,0.4456376073604546,12.479999542236328,0.2899999618530273,-2.310000419616699,1,1,1,0,0,0,0,2023-12-15,0.0217691776088458,0.4420625178733395,7,0.6,0.7,0.8,-1.0
0,12,0.2380037488284911,0.0010521253647042,0.4420625178733395,0.8156975135374605,2.4937140433203497,0.5182737739594698,12.279999732971191,-0.1999998092651367,-2.8500003814697266,0,0,0,0,0,0,0,2023-12-18,0.485085497150095,0.506603231994088,7,,,,
1,12,0.6257317098044015,0.0031699770654809,0.506603231994088,0.816088199484911,2.555362940022654,0.5159879158702542,12.5600004196167,0.2800006866455078,-2.9099998474121094,0,0,0,0,0,0,0,2023-12-19,0.7083135126059826,0.5263743524410716,7,,,,
2,12,0.9871915209824396,0.0051963229759244,0.5263743524410716,0.7928132264093659,2.684710826096093,0.5162109535091862,12.529999732971191,-0.0300006866455078,-3.1100006103515625,0,0,0,0,0,0,0,2023-12-20,0.7680476042753602,1.6829902583138825,7,,,,
3,12,0.8277831564461818,-0.0139315098829524,1.6829902583138825,0.8769032786564707,-0.185671962589673,0.8321212423227123,13.670000076293944,1.140000343322754,-2.9099998474121094,0,0,0,0,0,0,0,2023-12-21,0.3738717862108512,0.8543053654101879,7,0.7,0.5,0.6,-1.0
4,12,0.5564924930737869,0.0047541452264343,0.8543053654101879,0.8765087273059009,0.576330295010008,0.961285436175679,13.649999618530272,-0.0200004577636718,-2.649999618530273,0,0,1,0,0,0,0,2023-12-22,0.0159700216286907,0.7608441553372689,7,,,,
